,Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate
565,0 days 01:47:59.457000,ALO,14,0 days 00:01:44.152000,36.0,3.0,0 days 01:46:36.063000,,0 days 00:00:47.393000,0 days 00:00:28.833000,0 days 00:00:27.926000,0 days 01:47:02.748000,0 days 01:47:31.581000,0 days 01:47:59.507000,316.0,310.0,312.0,285.0,False,HARD,3.0,False,Aston Martin,0 days 01:46:15.305000,,1,14.0,False,,False,False
566,0 days 01:49:23.160000,ALO,14,0 days 00:01:23.703000,37.0,3.0,,,0 days 00:00:27.430000,0 days 00:00:28.449000,0 days 00:00:27.824000,0 days 01:48:26.937000,0 days 01:48:55.386000,0 days 01:49:23.210000,315.0,312.0,311.0,319.0,True,HARD,4.0,False,Aston Martin,0 days 01:47:59.457000,,1,13.0,False,,False,True
567,0 days 01:50:47.007000,ALO,14,0 days 00:01:23.847000,38.0,3.0,,,0 days 00:00:27.472000,0 days 00:00:28.537000,0 days 00:00:27.838000,0 days 01:49:50.682000,0 days 01:50:19.219000,0 days 01:50:47.057000,316.0,314.0,313.0,321.0,False,HARD,5.0,False,Aston Martin,0 days 01:49:23.160000,,1,13.0,False,,False,True
568,0 days 01:52:10.777000,ALO,14,0 days 00:01:23.770000,39.0,3.0,,,0 days 00:00:27.414000,0 days 00:00:28.622000,0 days 00:00:27.734000,0 days 01:51:14.471000,0 days 01:51:43.093000,0 days 01:52:10.827000,317.0,316.0,313.0,324.0,False,HARD,6.0,False,Aston Martin,0 days 01:50:47.007000,,1,13.0,False,,False,True
569,0 days 01:53:34.460000,ALO,14,0 days 00:01:23.683000,40.0,3.0,,,0 days 00:00:27.398000,0 days 00:00:28.521000,0 days 00:00:27.764000,0 days 01:52:38.225000,0 days 01:53:06.746000,0 days 01:53:34.510000,317.0,317.0,314.0,323.0,True,HARD,7.0,False,Aston Martin,0 days 01:52:10.777000,,1,13.0,False,,False,True
570,0 days 01:54:58.282000,ALO,14,0 days 00:01:23.822000,41.0,3.0,,,0 days 00:00:27.354000,0 days 00:00:28.585000,0 days 00:00:27.883000,0 days 01:54:01.864000,0 days 01:54:30.449000,0 days 01:54:58.332000,319.0,318.0,315.0,324.0,False,HARD,8.0,False,Aston Martin,0 days 01:53:34.460000,,1,13.0,False,,False,True
571,0 days 01:56:21.919000,ALO,14,0 days 00:01:23.637000,42.0,3.0,,,0 days 00:00:27.363000,0 days 00:00:28.500000,0 days 00:00:27.774000,0 days 01:55:25.695000,0 days 01:55:54.195000,0 days 01:56:21.969000,319.0,329.0,316.0,325.0,True,HARD,9.0,False,Aston Martin,0 days 01:54:58.282000,,1,13.0,False,,False,True
572,0 days 01:57:45.600000,ALO,14,0 days 00:01:23.681000,43.0,3.0,,,0 days 00:00:27.266000,0 days 00:00:28.682000,0 days 00:00:27.733000,0 days 01:56:49.235000,0 days 01:57:17.917000,0 days 01:57:45.650000,313.0,315.0,314.0,356.0,False,HARD,10.0,False,Aston Martin,0 days 01:56:21.919000,,1,12.0,False,,False,True
573,0 days 01:59:09.129000,ALO,14,0 days 00:01:23.529000,44.0,3.0,,,0 days 00:00:27.417000,0 days 00:00:28.440000,0 days 00:00:27.672000,0 days 01:58:13.067000,0 days 01:58:41.507000,0 days 01:59:09.179000,319.0,318.0,314.0,323.0,True,HARD,11.0,False,Aston Martin,0 days 01:57:45.600000,,1,12.0,False,,False,True
574,0 days 02:00:32.613000,ALO,14,0 days 00:01:23.484000,45.0,3.0,,,0 days 00:00:27.352000,0 days 00:00:28.464000,0 days 00:00:27.668000,0 days 01:59:36.531000,0 days 02:00:04.995000,0 days 02:00:32.663000,320.0,319.0,317.0,325.0,True,HARD,12.0,False,Aston Martin,0 days 01:59:09.129000,,1,12.0,False,,False,True
575,0 days 02:01:55.557000,ALO,14,0 days 00:01:22.944000,46.0,3.0,,,0 days 00:00:27.073000,0 days 00:00:28.365000,0 days 00:00:27.506000,0 days 02:00:59.736000,0 days 02:01:28.101000,0 days 02:01:55.607000,315.0,315.0,313.0,338.0,True,HARD,13.0,False,Aston Martin,0 days 02:00:32.613000,,1,11.0,False,,False,True
576,0 days 02:03:18.778000,ALO,14,0 days 00:01:23.221000,47.0,3.0,,,0 days 00:00:27.393000,0 days 00:00:28.327000,0 days 00:00:27.501000,0 days 02:02:23,0 days 02:02:51.327000,0 days 02:03:18.828000,313.0,317.0,314.0,322.0,False,HARD,14.0,False,Aston Martin,0 days 02:01:55.557000,,1,11.0,False,,False,True
577,0 days 02:04:42.023000,ALO,14,0 days 00:01:23.245000,48.0,3.0,,,0 days 00:00:27.312000,0 days 00:00:28.373000,0 days 00:00:27.560000,0 days 02:03:46.140000,0 days 02:04:14.513000,0 days 02:04:42.073000,316.0,316.0,314.0,323.0,False,HARD,15.0,False,Aston Martin,0 days 02:03:18.778000,,1,11.0,False,,False,True
578,0 days 02:06:05.548000,ALO,14,0 days 00:01:23.525000,49.0,3.0,,,0 days 00:00:27.385000,0 days 00:00:28.457000,0 days 00:00:27.683000,0 days 02:05:09.458000,0 days 02:05:37.915000,0 days 02:06:05.598000,318.0,316.0,314.0,323.0,False,HARD,16.0,False,Aston Martin,0 days 02:04:42.023000,,1,11.0,False,,False,True
579,0 days 02:07:29.059000,ALO,14,0 days 00:01:23.511000,50.0,3.0,,,0 days 00:00:27.427000,0 days 00:00:28.412000,0 days 00:00:27.672000,0 days 02:06:33.025000,0 days 02:07:01.437000,0 days 02:07:29.109000,319.0,318.0,315.0,324.0,False,HARD,17.0,False,Aston Martin,0 days 02:06:05.548000,,1,11.0,False,,False,True
580,0 days 02:08:52.527000,ALO,14,0 days 00:01:23.468000,51.0,3.0,,,0 days 00:00:27.463000,0 days 00:00:28.459000,0 days 00:00:27.546000,0 days 02:07:56.572000,0 days 02:08:25.031000,0 days 02:08:52.577000,313.0,318.0,315.0,324.0,False,HARD,18.0,False,Aston Martin,0 days 02:07:29.059000,,1,11.0,False,,False,True
581,0 days 02:10:16.288000,ALO,14,0 days 00:01:23.761000,52.0,3.0,,,0 days 00:00:27.419000,0 days 00:00:28.553000,0 days 00:00:27.789000,0 days 02:09:19.996000,0 days 02:09:48.549000,0 days 02:10:16.338000,318.0,318.0,314.0,327.0,False,HARD,19.0,False,Aston Martin,0 days 02:08:52.527000,,1,11.0,False,,False,True
582,0 days 02:11:39.974000,ALO,14,0 days 00:01:23.686000,53.0,3.0,,,0 days 00:00:27.435000,0 days 00:00:28.394000,0 days 00:00:27.857000,0 days 02:10:43.773000,0 days 02:11:12.167000,0 days 02:11:40.024000,320.0,319.0,314.0,328.0,False,HARD,20.0,False,Aston Martin,0 days 02:10:16.288000,,1,11.0,False,,False,True
583,0 days 00:57:26.637000,COL,43,0 days 00:01:35.885000,1.0,1.0,,,,0 days 00:00:32.713000,0 days 00:00:30.295000,,0 days 00:56:56.502000,0 days 00:57:26.806000,327.0,319.0,324.0,263.0,False,MEDIUM,1.0,True,Williams,0 days 00:55:50.494000,,1,18.0,False,,False,False
584,0 days 00:58:54.482000,COL,43,0 days 00:01:27.845000,2.0,1.0,,,0 days 00:00:28.352000,0 days 00:00:30.598000,0 days 00:00:28.895000,0 days 00:57:55.007000,0 days 00:58:25.605000,0 days 00:58:54.500000,325.0,340.0,312.0,332.0,True,MEDIUM,2.0,True,Williams,0 days 00:57:26.637000,,1,17.0,False,,False,True
585,0 days 01:00:21.060000,COL,43,0 days 00:01:26.578000,3.0,1.0,,,0 days 00:00:27.636000,0 days 00:00:30.238000,0 days 00:00:28.704000,0 days 00:59:22.136000,0 days 00:59:52.374000,0 days 01:00:21.078000,320.0,338.0,314.0,334.0,True,MEDIUM,3.0,True,Williams,0 days 00:58:54.482000,,1,17.0,False,,False,True
586,0 days 01:01:47.310000,COL,43,0 days 00:01:26.250000,4.0,1.0,,,0 days 00:00:27.686000,0 days 00:00:29.802000,0 days 00:00:28.762000,0 days 01:00:48.764000,0 days 01:01:18.566000,0 days 01:01:47.328000,316.0,334.0,311.0,344.0,True,MEDIUM,4.0,True,Williams,0 days 01:00:21.060000,,1,17.0,False,,False,True
587,0 days 01:03:14.461000,COL,43,0 days 00:01:27.151000,5.0,1.0,,,0 days 00:00:27.685000,0 days 00:00:30.569000,0 days 00:00:28.897000,0 days 01:02:15.013000,0 days 01:02:45.582000,0 days 01:03:14.479000,320.0,332.0,310.0,344.0,False,MEDIUM,5.0,True,Williams,0 days 01:01:47.310000,,1,15.0,False,,False,True
588,0 days 01:04:40.518000,COL,43,0 days 00:01:26.057000,6.0,1.0,,,0 days 00:00:27.633000,0 days 00:00:29.362000,0 days 00:00:29.062000,0 days 01:03:42.112000,0 days 01:04:11.474000,0 days 01:04:40.536000,315.0,320.0,309.0,342.0,True,MEDIUM,6.0,True,Williams,0 days 01:03:14.461000,,1,15.0,False,,False,True
589,0 days 01:06:07.722000,COL,43,0 days 00:01:27.204000,7.0,1.0,,,0 days 00:00:28.513000,0 days 00:00:29.885000,0 days 00:00:28.806000,0 days 01:05:09.049000,0 days 01:05:38.934000,0 days 01:06:07.740000,318.0,332.0,311.0,317.0,False,MEDIUM,7.0,True,Williams,0 days 01:04:40.518000,,1,16.0,False,,False,True
590,0 days 01:07:34.107000,COL,43,0 days 00:01:26.385000,8.0,1.0,,,0 days 00:00:27.774000,0 days 00:00:29.618000,0 days 00:00:28.993000,0 days 01:06:35.514000,0 days 01:07:05.132000,0 days 01:07:34.125000,315.0,320.0,309.0,337.0,False,MEDIUM,8.0,True,Williams,0 days 01:06:07.722000,,1,16.0,False,,False,True
591,0 days 01:09:00.329000,COL,43,0 days 00:01:26.222000,9.0,1.0,,,0 days 00:00:27.779000,0 days 00:00:29.555000,0 days 00:00:28.888000,0 days 01:08:01.904000,0 days 01:08:31.459000,0 days 01:09:00.347000,316.0,321.0,310.0,331.0,False,MEDIUM,9.0,True,Williams,0 days 01:07:34.107000,,1,16.0,False,,False,True
592,0 days 01:10:26.618000,COL,43,0 days 00:01:26.289000,10.0,1.0,,,0 days 00:00:27.760000,0 days 00:00:29.706000,0 days 00:00:28.823000,0 days 01:09:28.107000,0 days 01:09:57.813000,0 days 01:10:26.636000,317.0,322.0,311.0,331.0,False,MEDIUM,10.0,True,Williams,0 days 01:09:00.329000,,1,15.0,False,,False,True
593,0 days 01:11:53.225000,COL,43,0 days 00:01:26.607000,11.0,1.0,,,0 days 00:00:27.883000,0 days 00:00:29.614000,0 days 00:00:29.110000,0 days 01:10:54.519000,0 days 01:11:24.133000,0 days 01:11:53.243000,317.0,318.0,309.0,331.0,False,MEDIUM,11.0,True,Williams,0 days 01:10:26.618000,,1,15.0,False,,False,True
594,0 days 01:13:19.725000,COL,43,0 days 00:01:26.500000,12.0,1.0,,,0 days 00:00:27.910000,0 days 00:00:29.617000,0 days 00:00:28.973000,0 days 01:12:21.153000,0 days 01:12:50.770000,0 days 01:13:19.743000,316.0,317.0,309.0,325.0,False,MEDIUM,12.0,True,Williams,0 days 01:11:53.225000,,1,13.0,False,,False,True
595,0 days 01:14:46.135000,COL,43,0 days 00:01:26.410000,13.0,1.0,,,0 days 00:00:27.900000,0 days 00:00:29.546000,0 days 00:00:28.964000,0 days 01:13:47.643000,0 days 01:14:17.189000,0 days 01:14:46.153000,313.0,315.0,309.0,326.0,False,MEDIUM,13.0,True,Williams,0 days 01:13:19.725000,,1,12.0,False,,False,True
596,0 days 01:16:13.065000,COL,43,0 days 00:01:26.930000,14.0,1.0,,,0 days 00:00:27.986000,0 days 00:00:29.857000,0 days 00:00:29.087000,0 days 01:15:14.139000,0 days 01:15:43.996000,0 days 01:16:13.083000,314.0,314.0,309.0,327.0,False,MEDIUM,14.0,True,Williams,0 days 01:14:46.135000,,1,12.0,False,,False,True
597,0 days 01:17:39.737000,COL,43,0 days 00:01:26.672000,15.0,1.0,,,0 days 00:00:27.890000,0 days 00:00:29.739000,0 days 00:00:29.043000,0 days 01:16:40.973000,0 days 01:17:10.712000,0 days 01:17:39.755000,315.0,316.0,309.0,326.0,False,MEDIUM,15.0,True,Williams,0 days 01:16:13.065000,,1,11.0,False,,False,True
598,0 days 01:19:10.930000,COL,43,0 days 00:01:31.193000,16.0,1.0,,0 days 01:19:07.220000,0 days 00:00:28.117000,0 days 00:00:29.780000,0 days 00:00:33.296000,0 days 01:18:07.872000,0 days 01:18:37.652000,0 days 01:19:10.948000,318.0,318.0,,320.0,False,MEDIUM,16.0,True,Williams,0 days 01:17:39.737000,,1,12.0,False,,False,False
599,0 days 01:20:57.279000,COL,43,0 days 00:01:46.349000,17.0,2.0,0 days 01:19:32.407000,,0 days 00:00:48.514000,0 days 00:00:29.392000,0 days 00:00:28.443000,0 days 01:19:59.462000,0 days 01:20:28.854000,0 days 01:20:57.297000,322.0,313.0,312.0,283.0,False,HARD,1.0,True,Williams,0 days 01:19:10.930000,,1,17.0,False,,False,False
600,0 days 01:22:21.764000,COL,43,0 days 00:01:24.485000,18.0,2.0,,,0 days 00:00:27.472000,0 days 00:00:28.844000,0 days 00:00:28.169000,0 days 01:21:24.769000,0 days 01:21:53.613000,0 days 01:22:21.782000,315.0,318.0,311.0,328.0,True,HARD,2.0,True,Williams,0 days 01:20:57.279000,,1,17.0,False,,False,True
601,0 days 01:23:46.692000,COL,43,0 days 00:01:24.928000,19.0,2.0,,,0 days 00:00:27.518000,0 days 00:00:29.134000,0 days 00:00:28.276000,0 days 01:22:49.300000,0 days 01:23:18.434000,0 days 01:23:46.710000,314.0,315.0,311.0,325.0,False,HARD,3.0,True,Williams,0 days 01:22:21.764000,,1,17.0,False,,False,True
602,0 days 01:25:11.840000,COL,43,0 days 00:01:25.148000,20.0,2.0,,,0 days 00:00:27.749000,0 days 00:00:29.188000,0 days 00:00:28.211000,0 days 01:24:14.459000,0 days 01:24:43.647000,0 days 01:25:11.858000,314.0,316.0,311.0,326.0,False,HARD,4.0,True,Williams,0 days 01:23:46.692000,,1,16.0,False,,False,True
603,0 days 01:26:36.624000,COL,43,0 days 00:01:24.784000,21.0,2.0,,,0 days 00:00:27.737000,0 days 00:00:28.962000,0 days 00:00:28.085000,0 days 01:25:39.595000,0 days 01:26:08.557000,0 days 01:26:36.642000,312.0,316.0,312.0,325.0,False,HARD,5.0,True,Williams,0 days 01:25:11.840000,,1,16.0,False,,False,True
604,0 days 01:28:01.476000,COL,43,0 days 00:01:24.852000,22.0,2.0,,,0 days 00:00:27.692000,0 days 00:00:29.017000,0 days 00:00:28.143000,0 days 01:27:04.334000,0 days 01:27:33.351000,0 days 01:28:01.494000,315.0,317.0,312.0,325.0,False,HARD,6.0,True,Williams,0 days 01:26:36.624000,,1,16.0,False,,False,True
605,0 days 01:29:26.125000,COL,43,0 days 00:01:24.649000,23.0,2.0,,,0 days 00:00:27.600000,0 days 00:00:28.921000,0 days 00:00:28.128000,0 days 01:28:29.094000,0 days 01:28:58.015000,0 days 01:29:26.143000,315.0,316.0,313.0,325.0,False,HARD,7.0,True,Williams,0 days 01:28:01.476000,,1,16.0,False,,False,True
606,0 days 01:30:50.760000,COL,43,0 days 00:01:24.635000,24.0,2.0,,,0 days 00:00:27.614000,0 days 00:00:28.932000,0 days 00:00:28.089000,0 days 01:29:53.757000,0 days 01:30:22.689000,0 days 01:30:50.778000,314.0,316.0,312.0,328.0,False,HARD,8.0,True,Williams,0 days 01:29:26.125000,,1,16.0,False,,False,True
607,0 days 01:32:15.676000,COL,43,0 days 00:01:24.916000,25.0,2.0,,,0 days 00:00:27.635000,0 days 00:00:29.099000,0 days 00:00:28.182000,0 days 01:31:18.413000,0 days 01:31:47.512000,0 days 01:32:15.694000,314.0,315.0,312.0,326.0,False,HARD,9.0,True,Williams,0 days 01:30:50.760000,,1,16.0,False,,False,True
608,0 days 01:33:40.315000,COL,43,0 days 00:01:24.639000,26.0,2.0,,,0 days 00:00:27.668000,0 days 00:00:28.821000,0 days 00:00:28.150000,0 days 01:32:43.362000,0 days 01:33:12.183000,0 days 01:33:40.333000,316.0,318.0,313.0,326.0,False,HARD,10.0,True,Williams,0 days 01:32:15.676000,,1,16.0,False,,False,True
609,0 days 01:35:04.812000,COL,43,0 days 00:01:24.497000,27.0,2.0,,,0 days 00:00:27.601000,0 days 00:00:28.848000,0 days 00:00:28.048000,0 days 01:34:07.934000,0 days 01:34:36.782000,0 days 01:35:04.830000,318.0,319.0,314.0,328.0,False,HARD,11.0,True,Williams,0 days 01:33:40.315000,,1,16.0,False,,False,True
610,0 days 01:36:29.817000,COL,43,0 days 00:01:25.005000,28.0,2.0,,,0 days 00:00:27.778000,0 days 00:00:29.060000,0 days 00:00:28.167000,0 days 01:35:32.608000,0 days 01:36:01.668000,0 days 01:36:29.835000,315.0,318.0,316.0,327.0,False,HARD,12.0,True,Williams,0 days 01:35:04.812000,,1,16.0,False,,False,True
611,0 days 01:37:55.451000,COL,43,0 days 00:01:25.634000,29.0,2.0,,,0 days 00:00:27.595000,0 days 00:00:29.349000,0 days 00:00:28.690000,0 days 01:36:57.430000,0 days 01:37:26.779000,0 days 01:37:55.469000,323.0,329.0,316.0,340.0,False,HARD,13.0,True,Williams,0 days 01:36:29.817000,,1,16.0,False,,False,True
612,0 days 01:39:20.863000,COL,43,0 days 00:01:25.412000,30.0,2.0,,,0 days 00:00:27.627000,0 days 00:00:29.374000,0 days 00:00:28.411000,0 days 01:38:23.096000,0 days 01:38:52.470000,0 days 01:39:20.881000,315.0,319.0,314.0,342.0,False,HARD,14.0,True,Williams,0 days 01:37:55.451000,,1,15.0,False,,False,True
613,0 days 01:40:46.449000,COL,43,0 days 00:01:25.586000,31.0,2.0,,,0 days 00:00:27.848000,0 days 00:00:29.279000,0 days 00:00:28.459000,0 days 01:39:48.729000,0 days 01:40:18.008000,0 days 01:40:46.467000,315.0,328.0,315.0,333.0,False,HARD,15.0,True,Williams,0 days 01:39:20.863000,,1,15.0,False,,False,True
614,0 days 01:42:11.882000,COL,43,0 days 00:01:25.433000,32.0,2.0,,,0 days 00:00:27.856000,0 days 00:00:29.424000,0 days 00:00:28.153000,0 days 01:41:14.323000,0 days 01:41:43.747000,0 days 01:42:11.900000,311.0,317.0,313.0,356.0,False,HARD,16.0,True,Williams,0 days 01:40:46.449000,,1,13.0,False,,False,True
615,0 days 01:43:36.750000,COL,43,0 days 00:01:24.868000,33.0,2.0,,,0 days 00:00:27.777000,0 days 00:00:29.002000,0 days 00:00:28.089000,0 days 01:42:39.677000,0 days 01:43:08.679000,0 days 01:43:36.768000,313.0,316.0,313.0,324.0,False,HARD,17.0,True,Williams,0 days 01:42:11.882000,,1,13.0,False,,False,True
616,0 days 01:45:01.671000,COL,43,0 days 00:01:24.921000,34.0,2.0,,,0 days 00:00:27.660000,0 days 00:00:29.203000,0 days 00:00:28.058000,0 days 01:44:04.428000,0 days 01:44:33.631000,0 days 01:45:01.689000,316.0,315.0,312.0,326.0,False,HARD,18.0,True,Williams,0 days 01:43:36.750000,,1,13.0,False,,False,True
617,0 days 01:46:26.469000,COL,43,0 days 00:01:24.798000,35.0,2.0,,,0 days 00:00:27.657000,0 days 00:00:29.022000,0 days 00:00:28.119000,0 days 01:45:29.346000,0 days 01:45:58.368000,0 days 01:46:26.487000,316.0,315.0,313.0,325.0,False,HARD,19.0,True,Williams,0 days 01:45:01.671000,,1,13.0,False,,False,True
618,0 days 01:47:51.309000,COL,43,0 days 00:01:24.840000,36.0,2.0,,,0 days 00:00:27.749000,0 days 00:00:28.911000,0 days 00:00:28.180000,0 days 01:46:54.236000,0 days 01:47:23.147000,0 days 01:47:51.327000,316.0,316.0,313.0,323.0,False,HARD,20.0,True,Williams,0 days 01:46:26.469000,,1,12.0,False,,False,True
619,0 days 01:49:16.654000,COL,43,0 days 00:01:25.345000,37.0,2.0,,,0 days 00:00:27.708000,0 days 00:00:29.316000,0 days 00:00:28.321000,0 days 01:48:19.035000,0 days 01:48:48.351000,0 days 01:49:16.672000,316.0,315.0,312.0,325.0,False,HARD,21.0,True,Williams,0 days 01:47:51.309000,,1,12.0,False,,False,True
620,0 days 01:50:41.848000,COL,43,0 days 00:01:25.194000,38.0,2.0,,,0 days 00:00:27.770000,0 days 00:00:29.172000,0 days 00:00:28.252000,0 days 01:49:44.442000,0 days 01:50:13.614000,0 days 01:50:41.866000,317.0,316.0,313.0,326.0,False,HARD,22.0,True,Williams,0 days 01:49:16.654000,,1,12.0,False,,False,True
621,0 days 01:52:06.976000,COL,43,0 days 00:01:25.128000,39.0,2.0,,,0 days 00:00:27.686000,0 days 00:00:29.125000,0 days 00:00:28.317000,0 days 01:51:09.552000,0 days 01:51:38.677000,0 days 01:52:06.994000,317.0,316.0,313.0,324.0,False,HARD,23.0,True,Williams,0 days 01:50:41.848000,,1,12.0,False,,False,True
622,0 days 01:53:32.123000,COL,43,0 days 00:01:25.147000,40.0,2.0,,,0 days 00:00:27.866000,0 days 00:00:29.027000,0 days 00:00:28.254000,0 days 01:52:34.860000,0 days 01:53:03.887000,0 days 01:53:32.141000,316.0,315.0,313.0,323.0,False,HARD,24.0,True,Williams,0 days 01:52:06.976000,,1,12.0,False,,False,True
623,0 days 01:54:56.924000,COL,43,0 days 00:01:24.801000,41.0,2.0,,,0 days 00:00:27.723000,0 days 00:00:28.907000,0 days 00:00:28.171000,0 days 01:53:59.864000,0 days 01:54:28.771000,0 days 01:54:56.942000,317.0,316.0,313.0,325.0,False,HARD,25.0,True,Williams,0 days 01:53:32.123000,,1,12.0,False,,False,True
624,0 days 01:56:21.544000,COL,43,0 days 00:01:24.620000,42.0,2.0,,,0 days 00:00:27.713000,0 days 00:00:28.906000,0 days 00:00:28.001000,0 days 01:55:24.655000,0 days 01:55:53.561000,0 days 01:56:21.562000,316.0,315.0,312.0,324.0,False,HARD,26.0,True,Williams,0 days 01:54:56.924000,,1,12.0,False,,False,True
625,0 days 01:57:47.523000,COL,43,0 days 00:01:25.979000,43.0,2.0,,,0 days 00:00:28.240000,0 days 00:00:29.502000,0 days 00:00:28.237000,0 days 01:56:49.802000,0 days 01:57:19.304000,0 days 01:57:47.541000,317.0,317.0,313.0,336.0,False,HARD,27.0,True,Williams,0 days 01:56:21.544000,,1,13.0,False,,False,True
626,0 days 01:59:12.684000,COL,43,0 days 00:01:25.161000,44.0,2.0,,,0 days 00:00:27.716000,0 days 00:00:29.211000,0 days 00:00:28.234000,0 days 01:58:15.257000,0 days 01:58:44.468000,0 days 01:59:12.702000,315.0,314.0,314.0,327.0,False,HARD,28.0,True,Williams,0 days 01:57:47.523000,,1,13.0,False,,False,True
627,0 days 02:00:37.496000,COL,43,0 days 00:01:24.812000,45.0,2.0,,,0 days 00:00:27.681000,0 days 00:00:28.987000,0 days 00:00:28.144000,0 days 01:59:40.383000,0 days 02:00:09.370000,0 days 02:00:37.514000,314.0,316.0,314.0,324.0,False,HARD,29.0,True,Williams,0 days 01:59:12.684000,,1,13.0,False,,False,True
628,0 days 02:02:02.435000,COL,43,0 days 00:01:24.939000,46.0,2.0,,,0 days 00:00:27.778000,0 days 00:00:29.039000,0 days 00:00:28.122000,0 days 02:01:05.292000,0 days 02:01:34.331000,0 days 02:02:02.453000,312.0,313.0,314.0,340.0,False,HARD,30.0,True,Williams,0 days 02:00:37.496000,,1,13.0,False,,False,True
629,0 days 02:03:27.132000,COL,43,0 days 00:01:24.697000,47.0,2.0,,,0 days 00:00:27.747000,0 days 00:00:28.906000,0 days 00:00:28.044000,0 days 02:02:30.200000,0 days 02:02:59.106000,0 days 02:03:27.150000,313.0,315.0,314.0,324.0,False,HARD,31.0,True,Williams,0 days 02:02:02.435000,,1,13.0,False,,False,True
630,0 days 02:04:51.670000,COL,43,0 days 00:01:24.538000,48.0,2.0,,,0 days 00:00:27.746000,0 days 00:00:28.832000,0 days 00:00:27.960000,0 days 02:03:54.896000,0 days 02:04:23.728000,0 days 02:04:51.688000,314.0,315.0,314.0,325.0,False,HARD,32.0,True,Williams,0 days 02:03:27.132000,,1,13.0,False,,False,True
631,0 days 02:06:16.144000,COL,43,0 days 00:01:24.474000,49.0,2.0,,,0 days 00:00:27.716000,0 days 00:00:28.817000,0 days 00:00:27.941000,0 days 02:05:19.404000,0 days 02:05:48.221000,0 days 02:06:16.162000,317.0,317.0,314.0,325.0,True,HARD,33.0,True,Williams,0 days 02:04:51.670000,,1,13.0,False,,False,True
632,0 days 02:07:40.444000,COL,43,0 days 00:01:24.300000,50.0,2.0,,,0 days 00:00:27.683000,0 days 00:00:28.778000,0 days 00:00:27.839000,0 days 02:06:43.845000,0 days 02:07:12.623000,0 days 02:07:40.462000,316.0,316.0,314.0,325.0,True,HARD,34.0,True,Williams,0 days 02:06:16.144000,,1,13.0,False,,False,True
633,0 days 02:09:04.630000,COL,43,0 days 00:01:24.186000,51.0,2.0,,,0 days 00:00:27.623000,0 days 00:00:28.661000,0 days 00:00:27.902000,0 days 02:08:08.085000,0 days 02:08:36.746000,0 days 02:09:04.648000,316.0,316.0,314.0,324.0,True,HARD,35.0,True,Williams,0 days 02:07:40.444000,,1,13.0,False,,False,True
634,0 days 02:10:29.059000,COL,43,0 days 00:01:24.429000,52.0,2.0,,,0 days 00:00:27.719000,0 days 00:00:28.664000,0 days 00:00:28.046000,0 days 02:09:32.367000,0 days 02:10:01.031000,0 days 02:10:29.077000,316.0,316.0,313.0,324.0,False,HARD,36.0,True,Williams,0 days 02:09:04.630000,,1,13.0,False,,False,True
635,0 days 02:11:52.787000,COL,43,0 days 00:01:23.728000,53.0,2.0,,,0 days 00:00:27.470000,0 days 00:00:28.560000,0 days 00:00:27.698000,0 days 02:10:56.547000,0 days 02:11:25.107000,0 days 02:11:52.805000,317.0,329.0,315.0,338.0,True,HARD,37.0,True,Williams,0 days 02:10:29.059000,,1,13.0,False,,False,True
636,0 days 00:57:23.856000,RIC,3,0 days 00:01:33.104000,1.0,1.0,,,,0 days 00:00:32.159000,0 days 00:00:29.497000,,0 days 00:56:54.510000,0 days 00:57:23.948000,334.0,327.0,312.0,290.0,False,MEDIUM,1.0,True,RB,0 days 00:55:50.494000,,1,11.0,False,,False,False
637,0 days 00:58:51.033000,RIC,3,0 days 00:01:27.177000,2.0,1.0,,,0 days 00:00:27.871000,0 days 00:00:30.129000,0 days 00:00:29.177000,0 days 00:57:51.747000,0 days 00:58:21.876000,0 days 00:58:51.053000,316.0,333.0,311.0,313.0,True,MEDIUM,2.0,True,RB,0 days 00:57:23.856000,,1,11.0,False,,False,True
638,0 days 01:00:17.621000,RIC,3,0 days 00:01:26.588000,3.0,1.0,,,0 days 00:00:27.948000,0 days 00:00:29.629000,0 days 00:00:29.011000,0 days 00:59:19.001000,0 days 00:59:48.630000,0 days 01:00:17.641000,317.0,327.0,312.0,326.0,True,MEDIUM,3.0,True,RB,0 days 00:58:51.033000,,1,11.0,False,,False,True
639,0 days 01:01:44.109000,RIC,3,0 days 00:01:26.488000,4.0,1.0,,,0 days 00:00:27.785000,0 days 00:00:29.623000,0 days 00:00:29.080000,0 days 01:00:45.426000,0 days 01:01:15.049000,0 days 01:01:44.129000,317.0,330.0,310.0,315.0,True,MEDIUM,4.0,True,RB,0 days 01:00:17.621000,,1,11.0,False,,False,True
640,0 days 01:03:10.360000,RIC,3,0 days 00:01:26.251000,5.0,1.0,,,0 days 00:00:27.781000,0 days 00:00:29.441000,0 days 00:00:29.029000,0 days 01:02:11.910000,0 days 01:02:41.351000,0 days 01:03:10.380000,315.0,335.0,310.0,324.0,True,MEDIUM,5.0,True,RB,0 days 01:01:44.109000,,1,11.0,False,,False,True
